"id","annual_earnings","education","age","religion","sex","residence"
9745,19312,1,40,"Hindu","Male","Rural"
9746,13202,5,65,"Hindu","Female","Rural"
9747,3405,6,34,"Hindu","Male","Rural"
9748,12522,6,39,"Hindu","Male","Rural"
9749,70062,5,35,"Hindu","Female","Urban"
9750,51455,0,20,"Hindu","Male","Urban"
9751,3828,5,18,"Hindu","Female","Rural"
9752,27205,15,34,"Hindu","Male","Urban"
9753,85947,5,43,"Hindu","Male","Urban"
9754,2920,0,37,"Hindu","Female","Rural"
9755,20481,0,55,"Hindu","Male","Urban"
9756,16714,12,42,"Hindu","Female","Rural"
9757,37393,0,31,"Hindu","Male","Rural"
9758,151297,5,37,"Hindu","Male","Urban"
9759,53541,8,46,"Hindu","Female","Urban"
9760,24053,15,39,"Hindu","Female","Urban"
9761,4463,8,39,"Hindu","Female","Rural"
9762,25830,10,43,"Hindu","Male","Rural"
9763,26758,2,35,"Hindu","Female","Rural"
9764,53352,6,33,"Sikh","Female","Urban"
9765,8514,15,64,"Christian","Female","Rural"
9766,35481,7,28,"Sikh","Female","Rural"
9767,108834,11,57,"Sikh","Female","Rural"
9768,31528,9,18,"Hindu","Female","Rural"
9769,12894,0,49,"Muslim","Male","Rural"
9770,31199,0,41,"Hindu","Male","Rural"
9771,11885,15,29,"Hindu","Male","Rural"
9772,36955,1,43,"Hindu","Female","Rural"
9773,9741,12,30,"Hindu","Male","Rural"
9774,87317,8,37,"Hindu","Male","Urban"
9775,38992,7,56,"Hindu","Male","Rural"
9776,115708,0,37,"Muslim","Male","Urban"
9777,137541,13,42,"Hindu","Male","Rural"
9778,28187,13,34,"Hindu","Male","Rural"
9779,16835,0,36,"Hindu","Male","Rural"
9780,122958,12,44,"Hindu","Male","Urban"
9781,55924,0,35,"Hindu","Male","Rural"
9782,33522,4,29,"Sikh","Male","Rural"
9783,1332,0,29,"Hindu","Female","Rural"
9784,19958,2,34,"Hindu","Male","Rural"
9785,44998,15,56,"Hindu","Male","Rural"
9786,6016,0,39,"Muslim","Male","Rural"
9787,10732,0,23,"Hindu","Male","Rural"
9788,15544,1,49,"Hindu","Male","Rural"
9789,23900,3,30,"Hindu","Female","Rural"
9790,12984,2,51,"Hindu","Male","Rural"
9791,32393,2,28,"Hindu","Male","Rural"
9792,8298,0,48,"Hindu","Male","Rural"
9793,107447,15,44,"Hindu","Male","Urban"
9794,3147,7,45,"Hindu","Female","Rural"
9795,39811,12,20,"Hindu","Male","Rural"
9796,12562,0,18,"Hindu","Male","Rural"
9797,78729,4,62,"Hindu","Male","Rural"
9798,84167,1,39,"Hindu","Male","Urban"
9799,5132,0,29,"Hindu","Female","Rural"
9800,13003,15,40,"Hindu","Male","Urban"
9801,118712,9,61,"Hindu","Male","Urban"
9802,43885,6,44,"Muslim","Male","Rural"
9803,86290,15,45,"Hindu","Male","Urban"
9804,11819,0,51,"Hindu","Male","Rural"
9805,22238,5,18,"Hindu","Male","Rural"
9806,11435,0,24,"Hindu","Female","Rural"
9807,154311,11,47,"Hindu","Male","Urban"
9808,24668,5,31,"Hindu","Male","Rural"
9809,8975,9,43,"Hindu","Female","Rural"
9810,3548,0,33,"Hindu","Male","Rural"
9811,160986,5,45,"Hindu","Male","Rural"
9812,11702,0,29,"Hindu","Female","Urban"
9813,269033,8,43,"Hindu","Male","Urban"
9814,94297,2,42,"Hindu","Male","Rural"
9815,43701,2,34,"Hindu","Male","Rural"
9816,36148,12,26,"Hindu","Male","Rural"
9817,14428,0,60,"Hindu","Male","Rural"
9818,96934,5,38,"Hindu","Female","Urban"
9819,54281,2,48,"Hindu","Male","Urban"
9820,37108,5,50,"Hindu","Male","Rural"
9821,23797,0,56,"Hindu","Female","Rural"
9822,15751,0,39,"Hindu","Female","Rural"
9823,367941,6,36,"Hindu","Male","Rural"
9824,50961,8,39,"Hindu","Male","Rural"
9825,2624,0,41,"Hindu","Female","Rural"
9826,29846,5,42,"Hindu","Male","Urban"
9827,2278,0,23,"Hindu","Female","Rural"
9828,6418,5,41,"Hindu","Female","Rural"
9829,7614,1,30,"Hindu","Male","Rural"
9830,12967,10,37,"Hindu","Male","Urban"
9831,35492,15,49,"Hindu","Male","Urban"
9832,171435,4,34,"Hindu","Male","Rural"
9833,46820,15,44,"Hindu","Male","Urban"
9834,121505,8,41,"Hindu","Male","Urban"
9835,15464,1,45,"Hindu","Female","Rural"
9836,38887,2,43,"Hindu","Male","Rural"
9837,30318,8,41,"Hindu","Male","Rural"
9838,19479,0,33,"Hindu","Female","Urban"
9839,51983,15,31,"Christian","Male","Rural"
9840,192826,4,40,"Hindu","Male","Rural"
9841,117122,13,37,"Hindu","Female","Urban"
9842,9250,0,37,"Hindu","Male","Rural"
9843,65603,6,48,"Hindu","Male","Rural"
9844,18225,3,40,"Hindu","Male","Rural"
9845,4390,6,37,"Hindu","Female","Rural"
9846,178877,1,38,"Hindu","Male","Rural"
9847,69917,11,24,"Hindu","Male","Rural"
9848,116652,15,35,"Hindu","Male","Urban"
9849,17548,7,36,"Hindu","Male","Rural"
9850,23854,15,43,"Christian","Female","Rural"
9851,19247,6,38,"Hindu","Male","Rural"
9852,6019,14,34,"Hindu","Male","Rural"
9853,15809,7,40,"Hindu","Female","Urban"
9854,10706,0,54,"Hindu","Female","Rural"
9855,7058,0,27,"Muslim","Female","Rural"
9856,5885,5,48,"Hindu","Female","Rural"
9857,4051,5,39,"Christian","Female","Rural"
9858,146172,8,33,"Hindu","Male","Rural"
9859,464691,15,18,"Hindu","Male","Rural"
9860,8830,0,20,"Hindu","Male","Rural"
9861,10146,4,46,"Hindu","Male","Rural"
9862,22625,10,28,"Christian","Female","Rural"
9863,192529,9,36,"Hindu","Female","Urban"
9864,8790,3,53,"Hindu","Male","Rural"
9865,11535,5,38,"Hindu","Male","Rural"
9866,56422,4,60,"Hindu","Male","Urban"
9867,71159,2,43,"Muslim","Female","Rural"
9868,43598,3,44,"Hindu","Male","Urban"
9869,8420,6,37,"Hindu","Female","Rural"
9870,41127,0,29,"Muslim","Male","Rural"
9871,93041,10,18,"Christian","Male","Rural"
9872,26587,1,46,"Hindu","Male","Rural"
9873,91583,8,50,"Hindu","Male","Rural"
9874,10204,2,27,"Sikh","Male","Rural"
9875,4101,6,56,"Hindu","Female","Rural"
9876,144353,6,62,"Hindu","Male","Rural"
9877,96457,0,38,"Hindu","Male","Urban"
9878,97178,0,50,"Sikh","Male","Urban"
9879,95231,9,65,"Christian","Male","Rural"
9880,15188,11,44,"Hindu","Female","Urban"
9881,20200,8,20,"Hindu","Male","Rural"
9882,5535,0,28,"Hindu","Male","Urban"
9883,24473,2,27,"Hindu","Male","Urban"
9884,39074,11,28,"Hindu","Male","Rural"
9885,99628,3,23,"Hindu","Male","Rural"
9886,9549,2,29,"Hindu","Female","Rural"
9887,47063,14,46,"Hindu","Female","Rural"
9888,1388,2,35,"Hindu","Female","Rural"
9889,15023,2,26,"Hindu","Male","Urban"
9890,80945,14,35,"Hindu","Male","Rural"
9891,6683,9,38,"Hindu","Female","Rural"
9892,17058,0,42,"Hindu","Male","Rural"
9893,9262,0,18,"Hindu","Male","Urban"
9894,27859,0,28,"Hindu","Male","Rural"
9895,51357,0,46,"Muslim","Female","Urban"
9896,36129,6,26,"Hindu","Male","Rural"
9897,59427,12,27,"Hindu","Male","Rural"
9898,24168,0,39,"Hindu","Female","Urban"
9899,13972,0,25,"Hindu","Male","Rural"
9900,39790,8,42,"Hindu","Male","Urban"
9901,12843,12,52,"Hindu","Female","Rural"
9902,115064,11,40,"Muslim","Male","Urban"
9903,11913,2,30,"Hindu","Male","Rural"
9904,2335,0,30,"Hindu","Female","Rural"
9905,69601,0,46,"Hindu","Male","Rural"
9906,30976,9,37,"Hindu","Female","Rural"
9907,219952,3,52,"Hindu","Male","Rural"
9908,5446,0,32,"Hindu","Female","Urban"
9909,10473,4,18,"Hindu","Male","Urban"
9910,145021,15,38,"Hindu","Male","Urban"
9911,10280,8,44,"Hindu","Male","Rural"
9912,3385,8,18,"Christian","Female","Rural"
9913,21956,13,38,"Hindu","Male","Rural"
9914,22077,9,52,"Hindu","Male","Rural"
9915,48248,11,49,"Hindu","Male","Urban"
9916,14449,4,38,"Hindu","Male","Rural"
9917,108823,4,50,"Hindu","Female","Rural"
9918,65016,8,43,"Hindu","Male","Rural"
9919,7959,0,48,"Hindu","Male","Rural"
9920,646997,15,43,"Hindu","Male","Urban"
9921,10235,0,18,"Muslim","Female","Rural"
9922,898,6,46,"Hindu","Female","Rural"
9923,35263,3,48,"Muslim","Female","Rural"
9924,44671,5,37,"Hindu","Male","Urban"
9925,60167,2,32,"Hindu","Male","Rural"
9926,22598,4,22,"Hindu","Male","Urban"
9927,7622,0,37,"Hindu","Female","Rural"
9928,10392,4,24,"Hindu","Female","Urban"
9929,46017,0,42,"Hindu","Female","Rural"
9930,8505,0,26,"Hindu","Female","Rural"
9931,3041,0,55,"Muslim","Male","Rural"
9932,21313,11,29,"Hindu","Male","Rural"
9933,19368,5,37,"Hindu","Male","Urban"
9934,6824,2,24,"Hindu","Female","Rural"
9935,6148,0,45,"Hindu","Male","Urban"
9936,33983,13,48,"Hindu","Male","Urban"
9937,56535,13,39,"Hindu","Male","Urban"
9938,5342,0,51,"Hindu","Male","Rural"
9939,8484,0,24,"Hindu","Female","Rural"
9940,19547,0,28,"Muslim","Female","Urban"
9941,12883,3,49,"Hindu","Female","Rural"
9942,4708,9,45,"Hindu","Female","Rural"
9943,16225,5,51,"Hindu","Female","Rural"
9944,10757,11,48,"Hindu","Female","Rural"
9945,5874,0,21,"Hindu","Male","Rural"
9946,95191,6,53,"Christian","Male","Urban"
9947,6400,0,45,"Hindu","Female","Rural"
9948,47088,12,27,"Hindu","Male","Rural"
9949,101831,3,24,"Hindu","Male","Rural"
9950,38427,0,34,"Hindu","Male","Rural"
9951,19733,10,48,"Hindu","Female","Urban"
9952,813430,10,32,"Hindu","Male","Urban"
9953,40829,2,38,"Hindu","Female","Rural"
9954,45003,0,43,"Buddhist","Female","Rural"
9955,29580,15,39,"Hindu","Male","Urban"
9956,81157,1,36,"Hindu","Male","Urban"
9957,1702,0,30,"Hindu","Female","Rural"
9958,19512,9,37,"Hindu","Male","Rural"
9959,41125,0,49,"Christian","Male","Rural"
9960,110214,8,35,"Hindu","Male","Rural"
9961,22868,7,40,"Hindu","Male","Rural"
9962,35519,0,18,"Hindu","Male","Urban"
9963,36789,0,29,"Hindu","Male","Rural"
9964,93900,10,44,"Hindu","Male","Urban"
9965,1895,4,37,"Buddhist","Female","Rural"
9966,15662,0,34,"Hindu","Male","Urban"
9967,52711,9,58,"Hindu","Female","Rural"
9968,14031,0,51,"Muslim","Male","Rural"
9969,523159,15,35,"Hindu","Male","Urban"
9970,16671,4,19,"Muslim","Male","Rural"
9971,48835,3,27,"Hindu","Male","Rural"
9972,71509,0,47,"Hindu","Male","Rural"
9973,21927,0,32,"Hindu","Male","Rural"
9974,20061,11,31,"Hindu","Male","Urban"
9975,246508,9,44,"Sikh","Male","Urban"
9976,21333,0,51,"Hindu","Female","Rural"
9977,39258,9,46,"Hindu","Male","Rural"
9978,8202,0,36,"Muslim","Male","Urban"
9979,12845,7,23,"Hindu","Male","Urban"
9980,57836,7,29,"Hindu","Female","Urban"
9981,44086,11,50,"Hindu","Male","Urban"
9982,77388,0,42,"Sikh","Male","Rural"
9983,39800,9,21,"Hindu","Male","Rural"
9984,4258,0,41,"Hindu","Female","Rural"
9985,566812,8,40,"Hindu","Male","Urban"
9986,32947,5,28,"Muslim","Male","Rural"
9987,121893,6,47,"Hindu","Male","Rural"
9988,1577,0,38,"Hindu","Male","Rural"
9989,55839,0,18,"Hindu","Male","Rural"
9990,115487,11,44,"Hindu","Female","Urban"
9991,27069,2,52,"Hindu","Male","Rural"
9992,18691,2,33,"Hindu","Male","Rural"
9993,23128,15,37,"Hindu","Male","Rural"
9994,124105,8,38,"Hindu","Male","Rural"
9995,19952,2,29,"Hindu","Male","Urban"
9996,15715,15,22,"Hindu","Male","Rural"
9997,28012,13,28,"Hindu","Female","Rural"
9998,13640,0,18,"Hindu","Male","Rural"
9999,323800,10,20,"Muslim","Male","Urban"
10000,7095,0,44,"Hindu","Male","Rural"
10001,33717,7,49,"Hindu","Female","Urban"
10002,6041,3,31,"Hindu","Female","Rural"
10003,7593,5,33,"Hindu","Male","Rural"
10004,167116,11,47,"Hindu","Male","Urban"
10005,34393,5,28,"Hindu","Female","Urban"
10006,358930,8,48,"Hindu","Female","Rural"
10007,29408,4,26,"Hindu","Male","Urban"
10008,14902,9,46,"Hindu","Male","Rural"
10009,2186,0,40,"Hindu","Female","Rural"
10010,13829,13,34,"Hindu","Female","Rural"
10011,31815,12,25,"Hindu","Female","Rural"
10012,201026,12,48,"Hindu","Male","Urban"
10013,27723,13,46,"Hindu","Male","Rural"
10014,12610,12,30,"Hindu","Female","Rural"
10015,62765,6,49,"Muslim","Female","Rural"
10016,11468,5,45,"Hindu","Male","Rural"
10017,93201,4,43,"Hindu","Male","Urban"
10018,107285,9,42,"Hindu","Male","Rural"
10019,4723,5,55,"Hindu","Male","Rural"
10020,23734,7,19,"Muslim","Male","Rural"
10021,7677,15,31,"Hindu","Female","Urban"
10022,20067,0,23,"Hindu","Male","Rural"
10023,81684,3,49,"Hindu","Female","Rural"
10024,5487,0,46,"Hindu","Male","Rural"
10025,453299,10,54,"Muslim","Male","Urban"
10026,20062,0,48,"Hindu","Male","Rural"
10027,2864,1,18,"Hindu","Male","Rural"
10028,12937,0,40,"Hindu","Male","Rural"
10029,2197,7,23,"Muslim","Female","Rural"
10030,22185,15,25,"Hindu","Male","Urban"
10031,717,0,30,"Hindu","Female","Rural"
10032,1319,0,45,"Hindu","Female","Rural"
10033,22484,10,37,"Hindu","Male","Rural"
10034,11871,0,52,"Hindu","Male","Rural"
10035,51295,15,45,"Hindu","Female","Rural"
10036,4087,9,44,"Hindu","Male","Rural"
10037,131133,14,33,"Hindu","Male","Urban"
10038,183817,3,41,"Hindu","Male","Urban"
10039,52461,15,53,"Hindu","Female","Urban"
10040,11064,4,39,"Hindu","Male","Urban"
10041,20742,1,41,"Hindu","Female","Rural"
10042,18845,8,44,"Hindu","Male","Rural"
10043,61580,0,37,"Hindu","Male","Rural"
10044,12413,1,38,"Hindu","Male","Rural"
10045,16302,10,41,"Hindu","Male","Rural"
10046,10954,4,37,"Hindu","Female","Rural"
10047,71146,13,44,"Muslim","Male","Rural"
10048,37030,11,41,"Hindu","Male","Rural"
10049,10918,9,45,"Hindu","Male","Rural"
10050,9119,5,27,"Hindu","Male","Rural"
10051,94656,13,33,"Christian","Male","Rural"
10052,21208,1,20,"Hindu","Male","Urban"
10053,61950,1,33,"Christian","Male","Rural"
10054,17070,4,29,"Muslim","Male","Rural"
10055,28419,0,34,"Hindu","Female","Rural"
10056,16616,4,33,"Muslim","Female","Rural"
10057,10651,8,26,"Hindu","Male","Rural"
10058,62935,0,27,"Hindu","Male","Rural"
10059,11351,1,52,"Hindu","Male","Rural"
10060,103275,7,43,"Hindu","Male","Rural"
10061,12590,0,51,"Hindu","Female","Rural"
10062,10674,7,50,"Hindu","Male","Rural"
10063,18167,10,44,"Hindu","Female","Rural"
10064,18694,6,22,"Hindu","Male","Rural"
10065,27095,14,58,"Hindu","Male","Urban"
10066,96226,7,35,"Hindu","Male","Rural"
10067,3923,0,46,"Hindu","Male","Rural"
10068,143008,11,41,"Christian","Female","Rural"
10069,3959,1,43,"Hindu","Male","Rural"
10070,32099,4,31,"Hindu","Female","Rural"
10071,23685,8,28,"Hindu","Male","Rural"
10072,34277,5,39,"Hindu","Male","Rural"
10073,396099,9,43,"Hindu","Female","Urban"
10074,23411,0,24,"Hindu","Male","Urban"
10075,20418,0,32,"Hindu","Male","Rural"
10076,11008,3,34,"Hindu","Male","Rural"
10077,144605,7,56,"Sikh","Male","Rural"
10078,32180,0,28,"Hindu","Male","Rural"
10079,130881,9,18,"Hindu","Male","Rural"
10080,126175,8,25,"Muslim","Male","Urban"
10081,11819,10,39,"Hindu","Male","Rural"
10082,16928,15,34,"Hindu","Female","Urban"
10083,114949,4,36,"Hindu","Male","Urban"
10084,21881,15,24,"Hindu","Female","Urban"
10085,10044,0,39,"Hindu","Male","Rural"
10086,49912,10,36,"Hindu","Male","Rural"
10087,8698,1,26,"Hindu","Male","Rural"
10088,11373,0,31,"Hindu","Male","Rural"
10089,44371,15,41,"Hindu","Male","Urban"
10090,49975,13,39,"Hindu","Male","Urban"
10091,4591,0,39,"Hindu","Male","Rural"
10092,222411,10,38,"Hindu","Male","Urban"
10093,24583,2,52,"Hindu","Female","Rural"
10094,18835,0,40,"Hindu","Male","Rural"
10095,31655,0,18,"Sikh","Male","Rural"
10096,4411,2,30,"Sikh","Female","Rural"
10097,55009,12,30,"Hindu","Male","Rural"
10098,10667,1,39,"Hindu","Male","Rural"
10099,42702,15,37,"Hindu","Male","Urban"
10100,4805,0,24,"Tribal","Female","Rural"
10101,107737,10,51,"Hindu","Male","Urban"
10102,2771,0,38,"Hindu","Female","Rural"
10103,26229,5,26,"Hindu","Female","Urban"
10104,116570,7,37,"Hindu","Male","Rural"
10105,83691,12,33,"Hindu","Male","Rural"
10106,21467,9,37,"Hindu","Female","Rural"
10107,33301,5,39,"Hindu","Male","Rural"
10108,15663,0,34,"Hindu","Male","Rural"
10109,9353,0,26,"Hindu","Male","Rural"
10110,4029,15,18,"Hindu","Female","Urban"
10111,15420,0,24,"Hindu","Male","Rural"
10112,21391,1,35,"Hindu","Male","Rural"
10113,3618,8,40,"Hindu","Female","Rural"
10114,17120,2,55,"Hindu","Female","Urban"
10115,2378,0,38,"Hindu","Female","Rural"
10116,29637,8,45,"Hindu","Male","Rural"
10117,85064,5,44,"Hindu","Male","Rural"
10118,6598,0,18,"Hindu","Female","Rural"
10119,24539,5,50,"Hindu","Male","Rural"
10120,223410,5,51,"Hindu","Male","Rural"
10121,17463,13,29,"Hindu","Male","Rural"
10122,33073,3,34,"Muslim","Female","Rural"
10123,6745,8,65,"Hindu","Female","Rural"
10124,30064,2,42,"Hindu","Female","Rural"
10125,13629,0,23,"Hindu","Male","Rural"
10126,8665,14,33,"Buddhist","Female","Rural"
10127,87802,13,39,"Hindu","Female","Urban"
10128,16673,4,41,"Hindu","Male","Urban"
10129,34176,12,26,"Hindu","Male","Urban"
10130,22956,0,50,"Hindu","Male","Rural"
10131,61163,3,20,"Muslim","Male","Rural"
10132,166532,12,35,"Hindu","Male","Rural"
10133,7067,6,53,"Muslim","Male","Urban"
10134,4116,6,30,"Hindu","Male","Rural"
10135,7331,9,43,"Hindu","Female","Rural"
10136,48474,0,40,"Tribal","Male","Rural"
10137,106383,15,49,"Hindu","Male","Urban"
10138,4675,0,18,"Muslim","Male","Rural"
10139,64246,9,18,"Hindu","Male","Rural"
10140,23612,6,28,"Hindu","Male","Rural"
10141,22050,0,53,"Hindu","Male","Rural"
10142,13697,9,35,"Hindu","Female","Rural"
10143,35667,0,41,"Hindu","Male","Rural"
10144,53751,4,29,"Sikh","Male","Urban"
10145,20884,8,50,"Muslim","Female","Rural"
10146,69512,12,46,"Hindu","Male","Rural"
10147,126884,0,23,"Sikh","Male","Urban"
10148,51253,12,33,"Hindu","Male","Rural"
10149,30037,0,18,"Hindu","Male","Urban"
10150,3613,6,51,"Hindu","Male","Rural"
10151,14064,3,31,"Hindu","Female","Rural"
10152,11034,0,52,"Sikh","Male","Rural"
10153,164988,15,34,"Hindu","Male","Urban"
10154,21258,2,51,"Hindu","Female","Rural"
10155,135286,13,37,"Hindu","Male","Urban"
10156,44629,5,64,"Muslim","Male","Urban"
10157,5160,9,22,"Hindu","Female","Rural"
10158,12132,0,41,"Hindu","Female","Rural"
10159,5006,10,35,"Hindu","Female","Urban"
10160,39645,13,55,"Hindu","Male","Rural"
10161,95072,9,23,"Hindu","Male","Urban"
10162,54168,0,48,"Hindu","Male","Rural"
10163,10367,4,27,"Hindu","Female","Rural"
10164,32642,13,28,"Hindu","Male","Rural"
10165,1312,10,40,"Hindu","Male","Rural"
10166,40630,6,41,"Hindu","Male","Rural"
10167,34370,2,30,"Hindu","Male","Rural"
10168,10230,1,20,"Hindu","Male","Rural"
10169,482835,4,32,"Hindu","Male","Urban"
10170,7875,13,18,"Hindu","Male","Rural"
10171,28441,8,32,"Muslim","Male","Rural"
10172,8629,11,38,"Hindu","Female","Rural"
10173,543425,9,49,"Hindu","Male","Urban"
10174,72975,3,32,"Hindu","Male","Urban"
10175,42988,6,28,"Muslim","Male","Rural"
10176,79429,5,42,"Hindu","Male","Urban"
10177,9385,3,34,"Hindu","Male","Rural"
10178,36736,5,36,"Hindu","Male","Rural"
10179,52024,0,53,"Hindu","Male","Rural"
10180,6453,8,33,"Hindu","Male","Rural"
10181,7666,0,47,"Hindu","Female","Rural"
10182,29681,15,23,"Buddhist","Male","Urban"
10183,4847,9,29,"Hindu","Female","Urban"
10184,47118,4,22,"Hindu","Male","Urban"
10185,54545,0,45,"Hindu","Male","Urban"
10186,62299,12,18,"Hindu","Male","Rural"
10187,53186,15,25,"Hindu","Male","Urban"
10188,279895,3,28,"Hindu","Male","Rural"
10189,30053,9,34,"Hindu","Male","Rural"
10190,11438,4,43,"Hindu","Male","Rural"
10191,18646,7,57,"Muslim","Female","Rural"
10192,69612,0,42,"Hindu","Female","Rural"
10193,19646,5,18,"Hindu","Male","Urban"
10194,26746,8,30,"Hindu","Male","Rural"
10195,1853,6,27,"Hindu","Female","Rural"
10196,12496,0,45,"Hindu","Male","Urban"
10197,26486,5,54,"Hindu","Female","Rural"
10198,5004,0,18,"Hindu","Male","Rural"
10199,5712,5,33,"Hindu","Male","Rural"
10200,4984,5,40,"Hindu","Female","Rural"
10201,69931,14,33,"Hindu","Female","Rural"
10202,233775,15,49,"Muslim","Female","Rural"
10203,37237,10,31,"Christian","Female","Rural"
10204,13118,0,43,"Hindu","Male","Rural"
10205,11164,15,50,"Hindu","Male","Rural"
10206,13182,11,44,"Hindu","Male","Rural"
10207,10228,2,48,"Hindu","Male","Urban"
10208,42497,0,18,"Hindu","Male","Rural"
10209,20959,11,56,"Hindu","Male","Rural"
10210,151693,9,52,"Muslim","Male","Rural"
10211,7446,8,43,"Muslim","Female","Rural"
10212,32320,10,30,"Hindu","Male","Rural"
10213,1784,1,46,"Hindu","Female","Rural"
10214,6287,4,27,"Hindu","Male","Rural"
10215,3010,9,40,"Hindu","Male","Rural"
10216,52920,13,55,"Hindu","Male","Urban"
10217,9684,8,52,"Hindu","Female","Rural"
10218,45776,3,50,"Hindu","Male","Rural"
10219,7198,0,46,"Hindu","Female","Rural"
10220,11627,9,42,"Hindu","Male","Rural"
10221,15814,9,27,"Hindu","Male","Rural"
10222,5456,2,26,"Muslim","Female","Rural"
10223,25825,2,49,"Hindu","Male","Urban"
10224,5155,11,20,"Hindu","Female","Rural"
10225,14243,3,49,"Hindu","Male","Rural"
10226,5776,0,56,"Buddhist","Male","Rural"
10227,28111,15,27,"Hindu","Male","Rural"
10228,43235,1,27,"Sikh","Male","Rural"
10229,80559,3,18,"Hindu","Male","Urban"
10230,8921,10,48,"Hindu","Female","Rural"
10231,17705,0,44,"Muslim","Male","Urban"
10232,14416,0,18,"Muslim","Male","Rural"
10233,16860,9,54,"Hindu","Male","Rural"
10234,113169,12,20,"Muslim","Male","Urban"
10235,288837,15,60,"Muslim","Male","Urban"
10236,6249,1,25,"Hindu","Female","Rural"
10237,3318,0,55,"Hindu","Male","Rural"
10238,25611,0,32,"Hindu","Male","Rural"
10239,46747,7,35,"Hindu","Male","Rural"
10240,35156,4,48,"Hindu","Male","Rural"
10241,2074493,12,48,"Christian","Male","Rural"
10242,32962,13,46,"Hindu","Male","Rural"
10243,25056,7,49,"Hindu","Male","Rural"
10244,19920,6,48,"Hindu","Male","Urban"
10245,27457,11,30,"Hindu","Male","Rural"
10246,24498,11,39,"Hindu","Male","Urban"
10247,20156,0,30,"Hindu","Male","Urban"
10248,10484,4,18,"Hindu","Female","Rural"
10249,38441,15,49,"Hindu","Male","Urban"
10250,18623,6,50,"Hindu","Male","Rural"
10251,115677,2,35,"Hindu","Male","Urban"
10252,5495,0,29,"Hindu","Male","Rural"
10253,10915,5,33,"Hindu","Male","Rural"
10254,21441,0,51,"Muslim","Female","Rural"
10255,11852,8,31,"Hindu","Male","Rural"
10256,88725,8,45,"Hindu","Male","Rural"
10257,74913,13,56,"Muslim","Male","Rural"
10258,4683,0,36,"Muslim","Male","Rural"
10259,5296,6,52,"Hindu","Male","Rural"
10260,12927,0,37,"Hindu","Male","Rural"
10261,31845,0,52,"Hindu","Male","Rural"
10262,29334,0,50,"Hindu","Male","Urban"
10263,8276,3,32,"Hindu","Male","Rural"
10264,18929,9,41,"Buddhist","Female","Urban"
10265,64181,9,47,"Hindu","Male","Rural"
10266,30376,15,28,"Hindu","Female","Urban"
10267,25485,14,65,"Buddhist","Female","Urban"
10268,1886,7,48,"Hindu","Male","Rural"
10269,4816,0,37,"Hindu","Male","Rural"
10270,11243,1,30,"Hindu","Male","Rural"
10271,39880,0,39,"Hindu","Male","Rural"
10272,9754,0,53,"Hindu","Male","Rural"
10273,41122,0,60,"Hindu","Female","Rural"
10274,17769,15,26,"Tribal","Male","Rural"
10275,85618,6,30,"Hindu","Male","Rural"
10276,6242,3,18,"Hindu","Male","Rural"
10277,33500,10,48,"Hindu","Male","Rural"
10278,3501,3,42,"Hindu","Male","Urban"
10279,35763,0,65,"Hindu","Male","Rural"
10280,117505,11,42,"Muslim","Male","Urban"
10281,49483,11,39,"Hindu","Male","Rural"
10282,10747,8,50,"Hindu","Male","Rural"
10283,166523,3,50,"Hindu","Female","Rural"
